#sensor_value	delta_value	duration_ns	duration_samples
528	2	80155939	7430
533	5	40073200	3711
530	3	160301740	14847
528	2	120225142	11135
526	2	40070851	3710
528	2	160299699	14860
526	2	80148952	7425
528	2	40088168	3718
532	4	40069083	3715
526	6	40082191	3714
524	2	40065262	3714
526	2	40081736	3713
530	4	40065804	3712
526	4	80155937	7425
528	2	80153926	7425
530	2	40071954	3711
532	2	40072021	3712
530	2	80156787	7431
528	2	80142365	7428
530	2	240456840	22279
528	2	40068204	3710
526	2	40082091	3710
528	2	80145209	7428
533	5	40082764	3711
532	1	40069068	3710
535	3	40083544	3714
532	3	40069762	3709
528	4	200373087	18567
530	2	40076966	3713
532	2	40082851	3713
535	3	40071655	3714
533	2	40074409	3713
530	3	40075950	3713
528	2	40078478	3711
526	2	40066667	3713
528	2	80153026	7429
530	2	80153896	7426
533	3	40074911	3712
528	5	40071241	3710
530	2	40078078	3713
535	5	80148353	7435
532	3	80149699	7425
535	3	120230302	11142
533	2	40078081	3713
532	1	40073224	3711
535	3	40070651	3713
533	2	40073544	3717
532	1	40080407	3718
535	3	40072660	3714
537	2	40083391	3715
539	2	40069491	3714
537	2	40079849	3714
535	2	40071558	3713
532	3	40072190	3716
535	3	160308586	14850
530	5	40071698	3713
528	2	40070288	3715
530	2	40071697	3711
528	2	40078302	3709
526	2	160309154	14844
524	2	120220093	11128
526	2	120223262	11156
530	4	80156557	7428
528	2	40073521	3710
526	2	40070067	3714
528	2	80160140	7425
526	2	80144751	7423
530	4	40069089	3703
548	18	40082631	3617
544	4	40068521	3584
535	9	80148930	7212
537	2	40088369	3642
544	7	40067453	3643
543	1	40080012	3648
546	3	40075439	3645
548	2	80149254	7273
546	2	40070698	3583
544	2	40074156	3582
541	3	40078463	3584
537	4	40069349	3582
535	2	120233089	10628
533	2	40068429	3518
532	1	40083309	3517
533	1	40073466	3518
537	4	40071790	3517
535	2	40079562	3516
533	2	80141847	7033
530	3	40082620	3523
533	3	40069419	3515
535	2	80145190	7033
533	2	40093069	3523
535	2	40065867	3518
533	2	80153728	7029
530	3	80145424	7039
528	2	40081678	3520
533	5	120218441	10557
532	1	40088077	3518
533	1	80147641	7057
539	6	40068637	3580
537	2	80146030	7165
539	2	40084208	3585
537	2	40067847	3582
535	2	80156468	7167
537	2	80146303	7166
532	5	40078454	3583
535	3	40072755	3582
539	4	80140463	7166
535	4	40094405	3585
530	5	40066073	3577
535	5	40084150	3582
537	2	40061776	3583
539	2	40088931	3586
537	2	80145430	7165
539	2	120227125	10750
535	4	80151020	7158
532	3	80145758	7371
539	7	80154508	7435
541	2	120222694	11142
539	2	80152113	7421
537	2	40069363	3714
539	2	40076817	3714
543	4	80155596	7428
546	3	40066306	3711
548	2	40085768	3718
535	13	120223529	11139
533	2	120226830	11139
532	1	40071990	3714
535	3	40075511	3715
537	2	40074157	3714
548	11	40081304	3716
530	18	80149457	7427
528	2	40072067	3712
526	2	80143623	7429
528	2	80158430	7426
530	2	80142692	7423
528	2	40087150	3715
526	2	120214635	11141
528	2	40079875	3715
530	2	40071045	3710
528	2	40079584	3715
526	2	80154256	7429
528	2	40067648	3712
530	2	40082690	3718
528	2	80144621	7423
530	2	80153410	7422
528	2	40068068	3710
524	4	80151783	7427
526	2	120229778	11141
524	2	40074293	3711
526	2	40084434	3713
528	2	80141183	7425
526	2	200381093	18569
528	2	80149740	7423
526	2	40073685	3713
530	4	40069863	3712
526	4	40082235	3714
528	2	120225040	11141
530	2	40078583	3716
533	3	80146975	7426
532	1	40072405	3715
530	2	240456404	22276
528	2	120223792	11137
526	2	40070398	3711
530	4	40077120	3714
528	2	40073772	3711
532	4	40077892	3712
528	4	40078344	3712
532	4	40076267	3712
530	2	40076454	3711
533	3	40071765	3715
532	1	40069412	3719
530	2	80154534	7428
528	2	40076656	3713
530	2	40076725	3712
528	2	40071450	3713
532	4	120231431	11144
530	2	40076034	3713
528	2	40067171	3712
530	2	120229853	11140
528	2	80151043	7422
526	2	160297830	14847
530	4	80150299	7421
528	2	80157252	7419
530	2	40065167	3712
532	2	40083290	3714
526	6	40072493	3711
535	9	40077237	3713
528	7	40072929	3714
530	2	80154426	7424
535	5	40071157	3712
528	7	40078563	3712
535	7	40070476	3714
528	7	40070993	3713
532	4	40078453	3714
526	6	40076284	3713
530	4	40075893	3713
528	2	40074689	3716
533	5	40075860	3721
532	1	40071753	3711
537	5	40078636	3712
530	7	40071034	3711
537	7	40082120	3713
526	11	40071982	3711
532	6	40083875	3712
526	6	40063316	3709
533	7	40085381	3713
528	5	40071976	3711
533	5	40077195	3712
528	5	40068270	3711
532	4	40077595	3713
530	2	40070218	3714
532	2	40087317	3714
530	2	40074913	3719
533	3	40067935	3719
530	3	40076220	3719
533	3	40076682	3724
526	7	40072263	3715
528	2	40081784	3715
530	2	80153264	7425
526	4	40072089	3708
530	4	40076057	3714
528	2	120217467	11138
530	2	40084426	3716
528	2	40065753	3716
530	2	80154420	7424
533	3	40078563	3713
530	3	80147686	7425
528	2	80146844	7432
530	2	40074276	3711
528	2	80151762	7427
530	2	40084418	3716
528	2	80148008	7430
526	2	120220703	11141
528	2	40073460	3715
530	2	80157162	7430
528	2	80153019	7427
526	2	80147449	7424
528	2	40066563	3711
530	2	40086004	3717
532	2	40064025	3711
530	2	160301498	14855
528	2	40078053	3714
526	2	40078310	3714
528	2	80144121	7425
530	2	40082128	3714
535	5	40073616	3711
532	3	40081845	3710
533	1	80144592	7426
530	3	80148125	7426
528	2	80152617	7428
526	2	40074540	3714
528	2	40076800	3714
530	2	40075807	3712
532	2	40078228	3714
530	2	160299156	14858
533	3	40069820	3711
530	3	120233666	11142
528	2	40068722	3713
530	2	80152467	7428
528	2	80151334	7422
530	2	40072747	3713
528	2	160303549	14849
526	2	80147471	7427
524	2	80152066	7433
526	2	40079655	3716
528	2	80146659	7421
526	2	40079282	3711
528	2	40069267	3713
524	4	120229995	11144
526	2	200374298	18569
528	2	80145550	7426
526	2	40079793	3714
528	2	40065350	3714
530	2	40086296	3714
528	2	40070874	3716
532	4	40079852	3716
528	4	80148547	7433
530	2	200372343	18561
532	2	40086382	3713
530	2	80150603	7425
526	4	40062871	3711
528	2	40083313	3713
530	2	40069173	3711
528	2	80158943	7428
530	2	120224275	11139
528	2	80144477	7430
526	2	160303103	14868
530	4	80152522	7427
532	2	40073922	3712
533	1	40082337	3715
535	2	40070759	3712
530	5	80151617	7432
528	2	80144795	7429
532	4	40078570	3718
533	1	40074899	3713
530	3	40072741	3712
533	3	40074161	3713
535	2	40084446	3715
533	2	40064422	3714
530	3	40083239	3718
528	2	80152105	7427
526	2	40063675	3714
528	2	40080878	3714
533	5	80153504	7431
530	3	40073335	3714
535	5	40081091	3715
532	3	40071116	3713
