#acc_value	delta_value	duration_ns	duration_samples
14099136336666	42210	40079739	3715
14099136378924	42258	40070831	3715
14099136421171	42247	40072997	3712
14099136463413	42242	40085710	3711
14099136505729	42316	40061991	3713
14099136548003	42274	40088404	3716
14099136590260	42257	40062510	3713
14099136632470	42210	40084425	3714
14099136674732	42262	40068247	3711
14099136716948	42216	40082757	3712
14099136759174	42226	40069772	3714
14099136801401	42227	40082329	3716
14099136843658	42257	40072730	3711
14099136885895	42237	40075905	3718
14099136928120	42225	40073433	3715
14099136970313	42193	40071813	3712
14099137012553	42240	40084441	3710
14099137054779	42226	40073067	3713
14099137097216	42437	40066857	3710
14099137139868	42652	40086016	3713
14099137182635	42767	40069333	3713
14099137225328	42693	40076763	3712
14099137268038	42710	40071509	3715
14099137310757	42719	40074465	3713
14099137353523	42766	40079976	3721
14099137396231	42708	40070372	3713
14099137439016	42785	40072544	3712
14099137481691	42675	40077226	3716
14099137524406	42715	40071364	3717
14099137567146	42740	40082710	3715
14099137610383	43237	40073704	3713
14099137653177	42794	40081735	3717
14099137695955	42778	40067982	3719
14099137738648	42693	40082849	3715
14099137781324	42676	40071834	3715
14099137824028	42704	40073835	3713
14099137866739	42711	40073631	3711
14099137909472	42733	40079582	3717
14099137952198	42726	40073738	3715
14099137994883	42685	40078315	3721
14099138037671	42788	40066470	3716
14099138080242	42571	40077337	3714
14099138122531	42289	40070140	3715
14099138164808	42277	40082809	3715
14099138207091	42283	40067386	3716
14099138249385	42294	40084216	3716
14099138291622	42237	40075143	3715
14099138333802	42180	40074581	3714
14099138376012	42210	40070638	3715
14099138418176	42164	40082851	3718
14099138460320	42144	40066837	3719
14099138502482	42162	40085075	3717
14099138544608	42126	40066976	3713
14099138586746	42138	40082457	3715
14099138628889	42143	40066732	3713
14099138670998	42109	40080349	3711
14099138713121	42123	40069938	3712
14099138755320	42199	40075124	3713
14099138797441	42121	40078718	3715
14099138839545	42104	40081161	3714
14099138881669	42124	40063775	3713
14099138923849	42180	40087354	3713
14099138966028	42179	40068563	3716
14099139008214	42186	40080275	3716
14099139050461	42247	40064745	3713
14099139092639	42178	40077893	3713
14099139134864	42225	40071636	3713
14099139177089	42225	40088128	3714
14099139219310	42221	40070653	3712
14099139261573	42263	40070628	3714
14099139303796	42223	40074652	3712
14099139345958	42162	40082428	3715
14099139388176	42218	40066607	3711
14099139430377	42201	40079390	3712
14099139472584	42207	40079415	3712
14099139514724	42140	40070592	3711
14099139556895	42171	40078472	3717
14099139599049	42154	40077323	3721
14099139641272	42223	40069371	3715
14099139683420	42148	40075553	3717
14099139725609	42189	40077220	3714
14099139767769	42160	40075501	3713
14099139809998	42229	40073394	3712
14099139852146	42148	40073020	3714
14099139894360	42214	40081548	3713
14099139936572	42212	40070993	3711
14099139978807	42235	40075966	3717
14099140021011	42204	40078327	3715
14099140063361	42350	40069093	3714
14099140105578	42217	40079909	3717
14099140147845	42267	40068619	3716
14099140190072	42227	40083203	3715
14099140232301	42229	40076279	3712
14099140274462	42161	40074042	3712
14099140316612	42150	40074149	3715
14099140358828	42216	40071288	3712
14099140401036	42208	40075198	3712
14099140443165	42129	40083287	3713
14099140485370	42205	40068891	3711
14099140527561	42191	40074462	3711
14099140569791	42230	40079251	3711
14099140611994	42203	40074007	3712
14099140654191	42197	40078399	3711
14099140696484	42293	40072308	3714
14099140738757	42273	40075009	3711
14099140781094	42337	40075856	3713
14099140823544	42450	40069568	3714
14099140866040	42496	40082497	3715
14099140908423	42383	40070227	3712
14099140950704	42281	40090343	3715
14099140992998	42294	40057933	3712
14099141035277	42279	40080151	3714
14099141077568	42291	40074109	3711
14099141119917	42349	40075657	3710
14099141162243	42326	40073079	3709
14099141204547	42304	40079098	3712
14099141246898	42351	40072513	3713
14099141289249	42351	40073779	3711
14099141331656	42407	40076344	3714
14099141373959	42303	40083019	3714
14099141416288	42329	40064995	3710
14099141458559	42271	40085675	3717
14099141500846	42287	40070905	3713
14099141543144	42298	40077001	3714
14099141585441	42297	40067275	3712
14099141627702	42261	40084608	3716
14099141670016	42314	40074030	3712
14099141712311	42295	40072687	3713
14099141754615	42304	40077272	3709
14099141796868	42253	40076218	3714
14099141840152	43284	40068025	3713
14099141883531	43379	40073374	3711
14099141926604	43073	40080456	3716
14099141969698	43094	40070586	3713
14099142012873	43175	40074882	3715
14099142056199	43326	40082855	3711
14099142099788	43589	40063462	3712
14099142143893	44105	40077823	3711
14099142188242	44349	40076728	3714
14099142233142	44900	40079510	3717
14099142278175	45033	40072699	3713
14099142323353	45178	40070907	3710
14099142368910	45557	40074870	3711
14099142415564	46654	40073620	3710
14099142462593	47029	40085130	2897
14099142509600	47007	40083145	2471
14099142556402	46802	40068644	2471
14099142602766	46364	40081981	2469
14099142649014	46248	40063332	2469
14099142695272	46258	40085668	2471
14099142741143	45871	40073446	2470
14099142786980	45837	40075888	2472
14099142832797	45817	40066816	2470
14099142878536	45739	40085725	2471
14099142924293	45757	40066378	2467
14099142970093	45800	40073371	2470
14099143015865	45772	40076172	2469
14099143061674	45809	40075050	2470
14099143107725	46051	40082468	2470
14099143153509	45784	40079587	2469
14099143199393	45884	40064395	2467
14099143245229	45836	40085230	2471
14099143290933	45704	40056835	2468
14099143336566	45633	40090095	2469
14099143382150	45584	40069725	2468
14099143427746	45596	40070900	2468
14099143473468	45722	40085639	2469
14099143519106	45638	40065843	2468
14099143564789	45683	40088140	2469
14099143610468	45679	40070161	2470
14099143656254	45786	40074350	2470
14099143702183	45929	40069076	2469
14099143747911	45728	40072313	2470
14099143793765	45854	40087466	2471
14099143839630	45865	40065150	2469
14099143885415	45785	40077583	2469
14099143931063	45648	40074969	2471
14099143976704	45641	40088980	2471
14099144022334	45630	40065956	2469
14099144067931	45597	40079924	2470
14099144113609	45678	40072376	2468
14099144159249	45640	40080796	2470
14099144204968	45719	40057945	2467
14099144250602	45634	40082682	2469
14099144296242	45640	40070734	2471
14099144341913	45671	40083204	2472
14099144387577	45664	40073106	2471
14099144433267	45690	40074538	2469
14099144478937	45670	40071853	2470
14099144524635	45698	40080966	2470
14099144570246	45611	40065532	2468
14099144615937	45691	40082245	2469
14099144661541	45604	40077038	2471
14099144707194	45653	40073913	2472
14099144752854	45660	40069353	2468
14099144798491	45637	40078905	2469
14099144844135	45644	40072404	2469
14099144889752	45617	40089713	2470
14099144935383	45631	40054596	2470
14099144980996	45613	40084305	2472
14099145026582	45586	40075204	2470
14099145072147	45565	40081614	2470
14099145117767	45620	40075872	2469
14099145163062	45295	40084265	2472
14099145207635	44573	40067864	2470
14099145251792	44157	40084893	2470
14099145295888	44096	40062006	2616
14099145339707	43819	40072733	3716
14099145383414	43707	40070263	3710
14099145427312	43898	40079515	3715
14099145471159	43847	40078129	3712
14099145514587	43428	40074546	3712
14099145558091	43504	40067527	3712
14099145601529	43438	40085468	3715
14099145644924	43395	40068383	3712
14099145688322	43398	40075183	3717
14099145731800	43478	40074589	3713
14099145775038	43238	40082473	3713
14099145818302	43264	40072679	3716
14099145861381	43079	40079382	3722
14099145904244	42863	40063249	3713
14099145946993	42749	40084120	3713
14099145989701	42708	40071611	3713
14099146032123	42422	40080653	3714
14099146074261	42138	40065028	3711
14099146116392	42131	40087077	3716
14099146158525	42133	40068859	3715
14099146200664	42139	40082182	3716
14099146242834	42170	40068603	3714
14099146285035	42201	40074427	3714
14099146327174	42139	40071173	3709
14099146369296	42122	40081167	3715
14099146411445	42149	40070157	3713
14099146453629	42184	40081780	3712
14099146495799	42170	40073663	3709
14099146537955	42156	40075780	3716
14099146580087	42132	40070246	3713
14099146622223	42136	40085213	3712
14099146664354	42131	40065837	3711
14099146706438	42084	40076970	3714
14099146748521	42083	40079962	3711
14099146790646	42125	40070366	3714
14099146832743	42097	40074001	3711
14099146874810	42067	40081370	3716
14099146916938	42128	40065172	3713
14099146959111	42173	40088315	3716
14099147001257	42146	40064876	3710
14099147043402	42145	40083979	3711
14099147085519	42117	40067152	3712
14099147127637	42118	40076090	3715
14099147169774	42137	40071232	3712
14099147211903	42129	40081052	3717
14099147254090	42187	40077085	3712
14099147296219	42129	40075721	3713
14099147338386	42167	40073160	3712
14099147380523	42137	40074561	3711
14099147422656	42133	40080003	3711
14099147464725	42069	40072356	3711
14099147506894	42169	40071553	3709
14099147549013	42119	40076112	3711
14099147591105	42092	40077958	3714
14099147633152	42047	40079152	3714
14099147675290	42138	40064756	3706
14099147717398	42108	40080181	3712
14099147759550	42152	40072288	3712
14099147801665	42115	40085102	3714
14099147843950	42285	40068304	3711
14099147886193	42243	40079104	3712
14099147928466	42273	40076298	3711
14099147970688	42222	40068493	3713
14099148012997	42309	40074685	3714
14099148055207	42210	40082450	3712
14099148097450	42243	40072524	3712
14099148139641	42191	40072050	3712
14099148181881	42240	40073986	3714
14099148224017	42136	40081253	3716
14099148266252	42235	40071436	3716
14099148308390	42138	40082173	3717
14099148350578	42188	40065597	3713
14099148392847	42269	40084639	3716
14099148435535	42688	40070822	3713
14099148477760	42225	40075751	3711
14099148520044	42284	40075762	3715
14099148562327	42283	40073466	3715
14099148604619	42292	40075480	3714
14099148646864	42245	40076733	3714
14099148689144	42280	40072808	3712
14099148731373	42229	40082785	3712
14099148773637	42264	40066592	3709
14099148815929	42292	40075835	3715
14099148858218	42289	40070735	3715
14099148900494	42276	40087544	3715
14099148942734	42240	40064155	3713
14099148984964	42230	40082935	3717
14099149027190	42226	40065991	3713
14099149069439	42249	40085876	3715
14099149111682	42243	40066374	3713
14099149153894	42212	40085323	3715
14099149196120	42226	40072224	3713
14099149238356	42236	40073376	3719
14099149280571	42215	40068306	3714
14099149322818	42247	40086729	3713
14099149365047	42229	40063888	3717
14099149407416	42369	40086606	3723
14099149449680	42264	40068753	3711
14099149491914	42234	40075439	3710
14099149534265	42351	40070605	3715
14099149576574	42309	40083602	3721
14099149618829	42255	40066089	3714
14099149661083	42254	40085405	3711
14099149703369	42286	40075526	3711
14099149745634	42265	40069794	3715
14099149787944	42310	40080177	3714
14099149830258	42314	40068353	3713
14099149872523	42265	40066056	3710
14099149914809	42286	40091549	3712
14099149957201	42392	40072993	3712
14099149999484	42283	40079636	3717
14099150041694	42210	40063077	3711
14099150083979	42285	40083401	3714
14099150126283	42304	40076199	3712
14099150168562	42279	40073473	3712
14099150210743	42181	40067314	3710
14099150252926	42183	40088922	3712
14099150295117	42191	40063408	3684
14099150337312	42195	40084815	3716
14099150379547	42235	40068380	3709
14099150421719	42172	40082991	3711
14099150463925	42206	40064293	3712
14099150506109	42184	40084143	3713
14099150548308	42199	40071198	3712
14099150590482	42174	40073920	3712
14099150632658	42176	40071547	3712
14099150674835	42177	40082226	3716
14099150716997	42162	40072343	3715
14099150759179	42182	40083914	3717
14099150801347	42168	40069814	3711
14099150843503	42156	40077732	3712
14099150885743	42240	40071317	3711
14099150927931	42188	40075601	3714
14099150970064	42133	40072243	3714
14099151012207	42143	40081887	3716
14099151054279	42072	40066513	3710
14099151096349	42070	40077146	3710
14099151138489	42140	40071357	3710
14099151180694	42205	40082901	3712
14099151222871	42177	40075954	3714
14099151265071	42200	40073772	3712
14099151307277	42206	40073587	3714
14099151349505	42228	40078897	3712
14099151391760	42255	40069625	3712
14099151433951	42191	40079578	3716
14099151476257	42306	40072168	3715
14099151518714	42457	40074364	3714
14099151562057	43343	40075935	3712
14099151604825	42768	40078079	3715
14099151647551	42726	40069175	3714
14099151690288	42737	40084664	3720
14099151732939	42651	40066121	3716
14099151775574	42635	40080541	3713
14099151818205	42631	40078454	3710
14099151860810	42605	40072381	3712
14099151903406	42596	40072893	3715
14099151946003	42597	40078526	3713
14099151988672	42669	40068424	3714
14099152031315	42643	40079874	3714
14099152074099	42784	40072428	3711
14099152116818	42719	40083896	3712
14099152159439	42621	40071247	3715
14099152202081	42642	40072915	3718
14099152244788	42707	40072899	3710
14099152287443	42655	40079202	3711
14099152330093	42650	40071019	3710
14099152372769	42676	40083911	3713
14099152415447	42678	40067107	3712
14099152458076	42629	40085737	3713
14099152500669	42593	40065183	3713
14099152543210	42541	40084432	3716
14099152585751	42541	40063324	3710
14099152628347	42596	40083774	3714
14099152670945	42598	40068708	3712
14099152713497	42552	40082847	3712
14099152756071	42574	40066669	3710
14099152798608	42537	40078317	3713
14099152841169	42561	40080540	3714
14099152883707	42538	40069581	3713
14099152926278	42571	40072081	3711
14099152968851	42573	40085559	3713
14099153011527	42676	40066701	3715
14099153054135	42608	40079878	3714
14099153096889	42754	40072536	3714
14099153139666	42777	40081005	3720
14099153182646	42980	40068376	3713
14099153225594	42948	40084048	3714
14099153268600	43006	40069235	3712
14099153311542	42942	40073774	3713
14099153354582	43040	40081536	3712
14099153397634	43052	40072804	3713
14099153440690	43056	40068318	3713
14099153483706	43016	40080954	3714
14099153526743	43037	40068878	3714
14099153569759	43016	40083342	3715
14099153612799	43040	40076064	3715
14099153655859	43060	40072651	3717
14099153699134	43275	40073828	3713
14099153742233	43099	40081786	3714
14099153785511	43278	40072145	3714
14099153828887	43376	40069872	3716
14099153872233	43346	40081128	3712
14099153915523	43290	40073091	3714
14099153958510	42987	40074811	3712
14099154001205	42695	40078640	3712
14099154043906	42701	40065857	3712
14099154086175	42269	40084590	3713
14099154128419	42244	40067176	3711
14099154170621	42202	40083424	3716
14099154212832	42211	40072005	3714
14099154254993	42161	40074857	3715
14099154297197	42204	40069721	3712
14099154339429	42232	40087136	3713
14099154381645	42216	40061864	3709
14099154423791	42146	40086618	3714
14099154465967	42176	40072894	3708
14099154508148	42181	40068343	3709
14099154550297	42149	40081431	3706
14099154592407	42110	40070973	3710
14099154634529	42122	40075327	3710
14099154676666	42137	40076023	3712
14099154718783	42117	40073106	3710
14099154760920	42137	40085819	3711
14099154803052	42132	40065804	3713
14099154845105	42053	40075585	3714
14099154887219	42114	40079489	3712
14099154929273	42054	40071396	3710
14099154971362	42089	40070251	3710
14099155013489	42127	40084312	3710
14099155055619	42130	40073952	3709
14099155097732	42113	40070616	3714
14099155139881	42149	40074060	3714
14099155182009	42128	40076346	3713
14099155224149	42140	40072491	3710
14099155266323	42174	40085829	3710
14099155308509	42186	40072921	3710
14099155350639	42130	40079544	3711
14099155392807	42168	40065216	3713
14099155434940	42133	40086602	3714
14099155477097	42157	40069939	3715
14099155519196	42099	40079727	3713
14099155561361	42165	40068664	3714
14099155603525	42164	40077546	3713
14099155645667	42142	40072886	3709
14099155687857	42190	40077936	3710
14099155730022	42165	40072526	3711
14099155772147	42125	40080507	3712
14099155814322	42175	40072224	3710
14099155856536	42214	40079550	3715
14099155898712	42176	40062286	3714
14099155940900	42188	40079358	3713
14099155983085	42185	40075365	3711
14099156025221	42136	40077534	3717
14099156067377	42156	40077409	3718
14099156109513	42136	40073554	3712
14099156151662	42149	40077139	3711
14099156193801	42139	40074331	3711
14099156235900	42099	40072992	3715
14099156277977	42077	40075827	3710
14099156320106	42129	40070579	3709
14099156362197	42091	40077474	3713
14099156404279	42082	40075270	3715
14099156446446	42167	40075833	3714
14099156488657	42211	40074220	3710
14099156530833	42176	40084596	3714
14099156572983	42150	40064462	3716
14099156615129	42146	40082591	3718
14099156657315	42186	40076046	3715
14099156699474	42159	40071136	3717
14099156741556	42082	40078448	3717
14099156783674	42118	40074163	3713
14099156825823	42149	40072927	3713
14099156867949	42126	40082180	3717
14099156910081	42132	40062679	3713
14099156952204	42123	40081564	3713
14099156994350	42146	40073595	3714
14099157036490	42140	40077376	3712
14099157078650	42160	40068573	3712
14099157120826	42176	40079370	3713
14099157163022	42196	40077962	3714
14099157205203	42181	40080483	3711
14099157247341	42138	40071841	3713
14099157289499	42158	40078819	3713
14099157331653	42154	40071910	3714
14099157373806	42153	40072178	3713
14099157415962	42156	40069984	3711
14099157458135	42173	40078677	3715
14099157500335	42200	40080311	3700
14099157542481	42146	40073894	3695
14099157584577	42096	40071340	3694
14099157626666	42089	40076230	3695
14099157668819	42153	40072573	3693
14099157710963	42144	40077896	3693
14099157753149	42186	40070575	3694
14099157795340	42191	40089887	3697
14099157837575	42235	40070513	3697
14099157879833	42258	40078140	3696
14099157922088	42255	40069394	3697
14099157964272	42184	40078378	3695
14099158006476	42204	40071046	3711
14099158048739	42263	40077784	3716
14099158090945	42206	40070641	3712
14099158133166	42221	40077060	3714
14099158175334	42168	40078587	3716
14099158217539	42205	40075977	3713
14099158259750	42211	40065972	3715
14099158301950	42200	40079853	3714
14099158344143	42193	40079176	3710
14099158386292	42149	40078620	3711
14099158428428	42136	40066084	3710
14099158470596	42168	40079075	3712
14099158512716	42120	40077088	3712
14099158554921	42205	40079378	3715
14099158597079	42158	40068644	3710
14099158639258	42179	40081715	3714
14099158681410	42152	40068541	3713
14099158723643	42233	40080091	3712
14099158765802	42159	40069087	3707
14099158807919	42117	40080143	3711
14099158850045	42126	40074956	3709
14099158892214	42169	40073033	3714
14099158934384	42170	40076955	3712
14099158977081	42697	40071884	3713
14099159019287	42206	40081919	3716
14099159061522	42235	40065792	3712
14099159103786	42264	40079556	3715
14099159146031	42245	40079620	3713
14099159188256	42225	40068812	3708
14099159230536	42280	40085569	3718
14099159272745	42209	40061159	3709
14099159314987	42242	40086657	3712
14099159357218	42231	40069152	3717
14099159399492	42274	40078237	3720
14099159441765	42273	40068406	3716
14099159483954	42189	40076780	3713
14099159526211	42257	40073780	3713
14099159568468	42257	40077559	3713
14099159610775	42307	40079080	3714
14099159653055	42280	40073323	3711
14099159695269	42214	40070792	3712
14099159737495	42226	40088839	3714
14099159779698	42203	40065114	3714
14099159821911	42213	40080257	3716
14099159864144	42233	40073126	3714
14099159906350	42206	40072218	3714
14099159948517	42167	40073141	3712
14099159990695	42178	40084175	3713
14099160032869	42174	40071070	3715
14099160075015	42146	40077174	3713
14099160117181	42166	40066712	3712
14099160159385	42204	40080298	3714
14099160201632	42247	40078814	3712
14099160243888	42256	40076696	3715
14099160286174	42286	40073768	3712
14099160328436	42262	40075228	3712
14099160370675	42239	40065550	3710
14099160413034	42359	40081942	3715
14099160455315	42281	40071255	3713
14099160497635	42320	40079157	3714
14099160539926	42291	40068105	3713
14099160582188	42262	40079479	3712
14099160624431	42243	40074005	3712
14099160666725	42294	40081620	3713
14099160708963	42238	40066578	3712
14099160751218	42255	40086397	3716
14099160793435	42217	40062814	3710
14099160835590	42155	40082723	3713
14099160877736	42146	40068833	3712
14099160919921	42185	40081114	3716
14099160962113	42192	40069929	3710
14099161004293	42180	40082302	3713
14099161046538	42245	40070671	3714
14099161088720	42182	40077268	3711
14099161130894	42174	40072953	3712
14099161173014	42120	40084516	3717
14099161215210	42196	40062314	3711
14099161257376	42166	40080403	3715
14099161299499	42123	40074347	3711
14099161341719	42220	40077194	3711
14099161383896	42177	40072720	3710
14099161426089	42193	40085606	3715
14099161468254	42165	40071337	3712
14099161510465	42211	40075620	3713
14099161552678	42213	40070200	3714
14099161594900	42222	40080691	3715
14099161637107	42207	40066394	3720
14099161679318	42211	40079924	3716
14099161721625	42307	40071515	3711
14099161763929	42304	40078243	3713
14099161806232	42303	40070310	3712
14099161848573	42341	40081788	3712
14099161890910	42337	40074343	3712
14099161933214	42304	40080293	3710
14099161975441	42227	40069806	3710
14099162017710	42269	40076087	3711
14099162059983	42273	40072257	3710
14099162102328	42345	40082544	3712
14099162144542	42214	40070638	3711
14099162186778	42236	40072704	3714
14099162228982	42204	40079098	3713
14099162271189	42207	40079876	3713
14099162313362	42173	40063462	3711
14099162355500	42138	40078368	3715
14099162397705	42205	40076353	3713
14099162439904	42199	40078069	3714
14099162482069	42165	40067222	3711
14099162524297	42228	40084036	3717
14099162566490	42193	40069105	3722
14099162608775	42285	40086344	3716
14099162651034	42259	40063402	3711
14099162693330	42296	40087542	3717
14099162735549	42219	40069897	3715
14099162777800	42251	40073122	3711
14099162820036	42236	40078470	3710
14099162862309	42273	40079411	3715
14099162904486	42177	40061207	3710
14099162946707	42221	40088773	3715
14099162988906	42199	40063652	3714
14099163031169	42263	40081411	3717
14099163073445	42276	40068296	3712
14099163115718	42273	40081571	3715
14099163157986	42268	40069013	3710
14099163200271	42285	40078009	3711
14099163242557	42286	40078138	3711
14099163284883	42326	40072036	3713
14099163327175	42292	40081706	3713
14099163369413	42238	40069237	3712
14099163411626	42213	40079169	3714
14099163453823	42197	40077296	3713
14099163495933	42110	40067337	3711
14099163538157	42224	40081776	3717
14099163580309	42152	40072837	3710
14099163622465	42156	40080673	3714
14099163664641	42176	40074105	3714
14099163706896	42255	40073221	3712
14099163749102	42206	40068749	3713
14099163791386	42284	40085831	3714
14099163833647	42261	40070027	3717
14099163876008	42361	40071780	3713
14099163918252	42244	40074458	3713
14099163960576	42324	40079308	3717
14099164002862	42286	40073581	3713
14099164045158	42296	40076024	3713
14099164087337	42179	40079270	3711
14099164129640	42303	40068506	3713
14099164171820	42180	40078534	3713
14099164214033	42213	40072149	3713
14099164256232	42199	40080145	3715
14099164298464	42232	40070439	3713
14099164340720	42256	40081823	3715
14099164383022	42302	40072626	3715
14099164425278	42256	40069390	3711
14099164467596	42318	40086571	3715
14099164509865	42269	40069658	3714
14099164552051	42186	40076274	3718
14099164594236	42185	40074017	3714
14099164636505	42269	40075262	3712
14099164678797	42292	40069185	3713
14099164721139	42342	40082392	3715
14099164763383	42244	40077328	3714
14099164805684	42301	40076806	3715
14099164847976	42292	40064546	3712
14099164890297	42321	40086628	3716
14099164932576	42279	40071661	3713
14099164974881	42305	40072792	3714
14099165017175	42294	40075958	3711
14099165059446	42271	40081601	3715
14099165101646	42200	40067972	3710
14099165143931	42285	40072973	3715
14099165186163	42232	40076189	3712
14099165228398	42235	40085879	3720
14099165270663	42265	40062857	3717
14099165312922	42259	40078359	3716
14099165355191	42269	40068565	3712
14099165397433	42242	40088477	3712
14099165439648	42215	40068398	3708
14099165481882	42234	40074380	3713
14099165524134	42252	40076181	3712
14099165566358	42224	40079596	3711
14099165608634	42276	40068205	3710
14099165650947	42313	40082654	3712
14099165693275	42328	40065871	3714
14099165735614	42339	40084970	3715
14099165777980	42366	40066380	3712
14099165820264	42284	40083116	3714
14099165862583	42319	40072508	3714
14099165904879	42296	40076906	3712
14099165947217	42338	40069616	3713
14099165989576	42359	40077887	3712
14099166031828	42252	40074431	3711
14099166074145	42317	40077163	3720
14099166116392	42247	40067205	3716
14099166158668	42276	40089164	3716
14099166200911	42243	40063375	3713
14099166243136	42225	40085163	3710
14099166285435	42299	40078334	3713
14099166327779	42344	40068347	3713
14099166370026	42247	40070503	3715
14099166412252	42226	40084874	3717
14099166454463	42211	40067714	3719
14099166496677	42214	40079671	3717
14099166538917	42240	40069605	3713
14099166581127	42210	40082473	3713
14099166623338	42211	40072734	3710
14099166665576	42238	40076709	3714
14099166707751	42175	40072144	3713
14099166749954	42203	40078196	3714
14099166792192	42238	40067511	3709
14099166834513	42321	40086573	3714
14099166876733	42220	40065707	3712
14099166919002	42269	40085098	3714
14099166961186	42184	40062327	3714
14099167003530	42344	40082179	3715
14099167045790	42260	40077368	3714
14099167088030	42240	40078970	3714
14099167130263	42233	40062679	3712
14099167172456	42193	40083259	3713
14099167214676	42220	40076571	3711
14099167256888	42212	40068272	3713
14099167299088	42200	40081579	3719
14099167341306	42218	40074566	3722
14099167383568	42262	40069610	3713
14099167425849	42281	40085003	3714
14099167468113	42264	40065646	3710
14099167510346	42233	40085073	3713
14099167552592	42246	40063614	3712
14099167594850	42258	40080302	3715
14099167637123	42273	40069663	3714
14099167679371	42248	40084354	3714
14099167721619	42248	40075667	3709
14099167763868	42249	40070683	3711
14099167806119	42251	40069255	3712
14099167848450	42331	40087700	3712
14099167890758	42308	40068316	3713
14099167933042	42284	40080669	3715
14099167975371	42329	40075038	3717
14099168017634	42263	40079030	3712
14099168059953	42319	40061353	3712
14099168102257	42304	40086067	3717
14099168144488	42231	40064124	3712
14099168186737	42249	40078526	3713
14099168228958	42221	40078035	3714
14099168271185	42227	40077813	3711
14099168313450	42265	40066468	3712
14099168355707	42257	40087710	3715
14099168397995	42288	40062776	3710
14099168440445	42450	40087411	3715
14099168482709	42264	40070538	3712
14099168524998	42289	40078224	3712
14099168567270	42272	40073946	3712
14099168609596	42326	40074775	3713
14099168651822	42226	40070905	3713
14099168694036	42214	40076163	3714
14099168736214	42178	40079458	3713
14099168778497	42283	40076153	3713
14099168820729	42232	40075195	3713
14099168862957	42228	40073745	3713
14099168905156	42199	40069950	3715
14099168947447	42291	40085146	3714
14099168989704	42257	40065753	3713
14099169032035	42331	40082805	3714
14099169074259	42224	40072530	3714
14099169116556	42297	40076425	3713
14099169158733	42177	40073136	3714
14099169200994	42261	40072116	3714
14099169243138	42144	40073654	3714
14099169285333	42195	40085352	3715
14099169327505	42172	40063199	3713
14099169369711	42206	40086200	3713
14099169411867	42156	40067792	3713
14099169454098	42231	40075555	3713
14099169496424	42326	40076667	3714
14099169539267	42843	40073523	3712
14099169581657	42390	40071989	3713
14099169624111	42454	40086466	3717
14099169666529	42418	40071923	3713
14099169708948	42419	40076715	3713
14099169751243	42295	40072124	3715
14099169793526	42283	40078664	3714
14099169835805	42279	40069423	3715
14099169878076	42271	40074286	3714
14099169920389	42313	40072888	3716
14099169962658	42269	40078502	3717
14099170004939	42281	40070051	3712
14099170047244	42305	40087754	3712
14099170089498	42254	40063720	3710
14099170131770	42272	40079530	3712
14099170174061	42291	40070384	3714
14099170216328	42267	40087669	3714
14099170258553	42225	40068878	3713
14099170300813	42260	40078261	3713
14099170343051	42238	40075911	3713
14099170385280	42229	40078266	3715
14099170427510	42230	40062351	3712
14099170469730	42220	40080167	3714
14099170512027	42297	40079501	3715
14099170554276	42249	40072603	3713
14099170596500	42224	40074983	3712
14099170638742	42242	40076595	3711
14099170680928	42186	40073028	3717
14099170723087	42159	40078642	3715
14099170765237	42150	40072960	3712
14099170807401	42164	40080286	3715
14099170849539	42138	40074057	3715
14099170891684	42145	40071033	3712
14099170933842	42158	40069368	3715
14099170976077	42235	40081600	3714
14099171018310	42233	40077439	3712
14099171060507	42197	40078704	3713
14099171102722	42215	40071882	3712
14099171144905	42183	40070030	3721
14099171187135	42230	40073265	3716
14099171229347	42212	40082302	3715
14099171271531	42184	40072717	3711
14099171313662	42131	40073997	3711
14099171355798	42136	40078564	3714
14099171397935	42137	40076721	3715
14099171440108	42173	40069041	3683
14099171482326	42218	40085576	3710
14099171524494	42168	40069117	3708
14099171566685	42191	40071302	3711
14099171608887	42202	40078427	3714
14099171651097	42210	40076592	3713
14099171693256	42159	40071044	3714
14099171735384	42128	40084056	3715
14099171777502	42118	40065505	3713
14099171819666	42164	40083962	3714
14099171861830	42164	40066274	3712
14099171903998	42168	40086069	3717
14099171946172	42174	40070544	3711
14099171988285	42113	40074148	3711
14099172030463	42178	40067925	3714
14099172072801	42338	40083542	3719
14099172115089	42288	40068743	3713
14099172157300	42211	40079886	3714
14099172199528	42228	40075575	3716
14099172241729	42201	40078909	3714
14099172283969	42240	40072823	3714
14099172326278	42309	40076122	3714
14099172368489	42211	40068586	3712
14099172410819	42330	40075733	3713
14099172453156	42337	40076210	3714
14099172495523	42367	40077923	3719
14099172537827	42304	40069636	3721
14099172580139	42312	40078036	3717
14099172622485	42346	40077049	3711
14099172664761	42276	40075013	3712
14099172707174	42413	40074650	3713
14099172749681	42507	40077629	3714
14099172792119	42438	40078208	3715
14099172834573	42454	40072962	3713
14099172876995	42422	40075474	3713
14099172919389	42394	40076634	3714
14099172961813	42424	40070839	3713
14099173004288	42475	40077309	3716
14099173046648	42360	40076401	3712
14099173088993	42345	40074533	3711
14099173131296	42303	40070321	3713
14099173173651	42355	40076257	3712
14099173215975	42324	40081101	3711
14099173258199	42224	40074953	3713
14099173300446	42247	40075052	3711
14099173342663	42217	40074716	3713
14099173384937	42274	40069882	3714
14099173427244	42307	40079763	3716
14099173469584	42340	40077018	3717
